FBgn0031081,Neprilysin 3,CG9565,Dmel\Nep3,dNEP3
FBgn0037750,WHAMM and JMY related,CG12946,Dmel\Whamy,
FBgn0037749,,CG9471,Dmel\CG9471,BVR
FBgn0024330,Mediator complex subunit 6,CG9473,Dmel\MED6,dMED6
FBgn0037742,Regulatory particle triple-A ATPase 3-related,CG9475,Dmel\Rpt3R,
FBgn0037741,Telo2 interacting protein 1,CG16908,Dmel\Tti1,dTti1
FBgn0037739,,CG12948,Dmel\CG12948,
FBgn0037736,sidestep VII,CG12950,Dmel\side-VII,
FBgn0037772,Serpin 85F,CG12807,Dmel\Spn85F,
FBgn0027524,,CG3909,Dmel\CG3909,BcDNA:LD21537
FBgn0037778,mitochondrial transcription factor B2,CG3910,Dmel\mtTFB2,"d-mtTFB2, TFB2"
FBgn0037780,ohgata,CG3925,Dmel\ohgt,
FBgn0051410,Niemann-Pick type C-2e,CG31410,Dmel\Npc2e,
FBgn0037783,Niemann-Pick type C-2c,CG3934,Dmel\Npc2c,
FBgn0041105,nervous fingers 2,CG12809,Dmel\nerfin-2,
FBgn0037788,Carbonic anhydrase 7,CG3940,Dmel\CAH7,
FBgn0051477,"ATP synthase, ε subunit-like",CG31477,Dmel\ATPsynεL,
FBgn0037796,,CG12814,Dmel\CG12814,
FBgn0040238,Bestrophin 1,CG6264,Dmel\Best1,"dbest1, best"
FBgn0037794,,CG6254,Dmel\CG6254,
FBgn0037792,TATA box-binding protein-associated factor RNA polymerase I subunit B,CG6241,Dmel\TAF1B,
FBgn0004889,twins,CG6235,Dmel\tws,"aar, PP2A, PR55, phosphoprotein phosphatase 2A 55 kDa, l(3)02414"
FBgn0001321,knickkopf,CG6217,Dmel\knk,"gnar, dyspneic"
FBgn0028734,Fmr1,CG6203,Dmel\Fmr1,"dfmr1, dFMRP, FMRP, dfxr, dfmr"
FBgn0037786,Alkaline phosphatase 13,CG5361,Dmel\Alp13,
FBgn0037782,Niemann-Pick type C-2d,CG12813,Dmel\Npc2d,
FBgn0037781,Fancl,CG12812,Dmel\Fancl,
FBgn0037779,,CG12811,Dmel\CG12811,
FBgn0037777,,CG11722,Dmel\CG11722,
FBgn0053208,Molecule interacting with CasL,CG33208,Dmel\Mical,
FBgn0051407,,CG31407,Dmel\CG31407,
FBgn0037773,,CG5359,Dmel\CG5359,
FBgn0045473,Gustatory receptor 85a,CG31405,Dmel\Gr85a,
FBgn0037797,,CG12420,Dmel\CG12420,
FBgn0037801,,CG3999,Dmel\CG3999,
FBgn0040078,pontin,CG4003,Dmel\pont,"dPontin, RUVBL1, Tip49/Pontin, Tip49"
FBgn0037809,,CG12818,Dmel\CG12818,
FBgn0037810,slender lobes,CG12819,Dmel\sle,
FBgn0037811,,CG12592,Dmel\CG12592,
FBgn0051406,,CG31406,Dmel\CG31406,
FBgn0015396,jumeau,CG4029,Dmel\jumu,"Dom, jumeaux, Domina, l(3)06142, l(3)06439"
FBgn0020379,Rfx,CG6312,Dmel\Rfx,"dRFX, Regulatory factor X"
FBgn0037807,,CG6293,Dmel\CG6293,
FBgn0011970,transfer RNA:Serine-GCT 2-1,CR31396,Dmel\tRNA:Ser-GCT-2-1,tRNASer2b
FBgn0037802,Sirtuin 6,CG6284,Dmel\Sirt6,
FBgn0037798,,CG12817,Dmel\CG12817,
FBgn0025879,Tissue inhibitor of metalloproteases,CG6281,Dmel\Timp,tissue inhibitor of metalloproteinases
FBgn0045443,methuselah-like 11,CG31147,Dmel\mthl11,
FBgn0037815,Rrp46,CG4043,Dmel\Rrp46,dRrp46
FBgn0037817,Cyp12e1,CG14680,Dmel\Cyp12e1,12e1
FBgn0037816,,CG6345,Dmel\CG6345,
FBgn0024957,Iron regulatory protein 1B,CG6342,Dmel\Irp-1B,"cytosolic aconitase, c-aconitase, IRP-1, IRP1B, IRP"
FBgn0037814,,CG6325,Dmel\CG6325,
FBgn0037824,,CG14684,Dmel\CG14684,
FBgn0037827,,CG4073,Dmel\CG4073,
FBgn0037831,Chromosome associated protein H2,CG14685,Dmel\Cap-H2,"dCap-H2, CapH2"
FBgn0037832,Desiccate,CG14686,Dmel\Desi,
FBgn0017577,Minichromosome maintenance 5,CG4082,Dmel\Mcm5,DmMCM5
FBgn0037835,,CG14687,Dmel\CG14687,
FBgn0037838,Tubulin tyrosine ligase-like 15,CG4089,Dmel\TTLL15,
FBgn0037841,,CG4565,Dmel\CG4565,
FBgn0037843,,CG4511,Dmel\CG4511,
FBgn0037844,,CG4570,Dmel\CG4570,
FBgn0037848,Tetraspanin 86D,CG4591,Dmel\Tsp86D,
FBgn0037849,,CG4596,Dmel\CG4596,
FBgn0011768,Formaldehyde dehydrogenase,CG6598,Dmel\Fdh,"Odh, gfd, glutathione-dependent formaldehyde dehydrogenase"
FBgn0037846,,CG6574,Dmel\CG6574,
FBgn0037845,,CG14694,Dmel\CG14694,
FBgn0037842,,CG6567,Dmel\CG6567,
FBgn0037837,,CG14693,Dmel\CG14693,
FBgn0037834,Arginine methyltransferase 1,CG6554,Dmel\Art1,DART1
FBgn0010421,Transcription factor TFIIFβ,CG6538,Dmel\TfIIFβ,"TFIIF, dTFIIF30, RAP30, l(3)j3C1"
FBgn0051390,Mediator complex subunit 7,CG31390,Dmel\MED7,dMED7
FBgn0051272,,CG31272,Dmel\CG31272,
FBgn0037829,,CG14691,Dmel\CG14691,
FBgn0004841,Tachykinin-like receptor at 86C,CG6515,Dmel\TkR86C,"Takr86C, NKD"
FBgn0037828,tomboy20,CG14690,Dmel\tomboy20,
FBgn0037826,,CG14689,Dmel\CG14689,
FBgn0051373,,CG31373,Dmel\CG31373,
FBgn0051278,,CG31278,Dmel\CG31278,
FBgn0051467,,CG31467,Dmel\CG31467,
FBgn0051391,,CG31391,Dmel\CG31391,
FBgn0037819,Phytanoyl-CoA dioxygenase domain containing 1,CG14688,Dmel\Phyhd1,
FBgn0037818,,CG6465,Dmel\CG6465,
FBgn0037856,Leash,CG4674,Dmel\Leash,
FBgn0037857,Testis EndoG-Like 4,CG4683,Dmel\Tengl4,
FBgn0037855,,CG6621,Dmel\CG6621,
FBgn0042094,Adenylate kinase 3,CG6612,Dmel\Ak3,Adk3
FBgn0037853,,CG14696,Dmel\CG14696,
FBgn0037852,Thiamine pyrophosphate carrier protein 1,CG6608,Dmel\Tpc1,
FBgn0037850,,CG14695,Dmel\CG14695,
FBgn0037862,Mitochondrial aconitase 2,CG4706,Dmel\mAcon2,
FBgn0040257,UDP-glycosyltransferase family 302 member E1,CG4739,Dmel\Ugt302E1,Ugt86Dc
FBgn0040259,UDP-glycosyltransferase family 302 member C1,CG18578,Dmel\Ugt302C1,Ugt86Da
FBgn0027584,,CG4757,Dmel\CG4757,BcDNA:GH05741
FBgn0040252,UDP-glycosyltransferase family 303 member A1,CG4772,Dmel\Ugt303A1,Ugt86Dh
FBgn0037870,,CG18577,Dmel\CG18577,
FBgn0037874,Translationally controlled tumor protein,CG4800,Dmel\Tctp,dTCTP
FBgn0037876,,CG4820,Dmel\CG4820,
FBgn0020910,Ribosomal protein L3,CG4863,Dmel\RpL3,
FBgn0037879,SCP-containing protein C,CG5106,Dmel\scpr-C,
FBgn0037880,,CG17726,Dmel\CG17726,
FBgn0037883,Diphthamide biosynthesis 3,CG14701,Dmel\Dph3,
FBgn0037885,,CG17721,Dmel\CG17721,
FBgn0051441,,CG31441,Dmel\CG31441,
FBgn0051388,,CG31388,Dmel\CG31388,
FBgn0037889,SCP-containing protein A,CG5207,Dmel\scpr-A,
FBgn0037891,,CG5214,Dmel\CG5214,
FBgn0037890,,CG17734,Dmel\CG17734,
FBgn0037888,SCP-containing protein B,CG17210,Dmel\scpr-B,
FBgn0037884,Arfaptin,CG17184,Dmel\Arfip,
FBgn0037882,,CG17187,Dmel\CG17187,
FBgn0037881,GRIP and coiled-coil domain containing 88 kDa,CG10703,Dmel\GCC88,dGCC88
FBgn0037878,,CG6693,Dmel\CG6693,
FBgn0037877,,CG6689,Dmel\CG6689,
FBgn0037875,Zinc transporter 86D,CG6672,Dmel\ZnT86D,"dZnT86D, dZnT7"
FBgn0037873,"Succinate dehydrogenase, subunit C",CG6666,Dmel\SdhC,"Succinate dehydrogenase C, succinate dehydrogenase"
FBgn0040250,UDP-glycosyltransferase family 304 member A1,CG15902,Dmel\Ugt304A1,Ugt86Dj
FBgn0026315,UDP-glycosyltransferase family 35 member A1,CG6644,Dmel\Ugt35A1,Ugt35a
FBgn0026314,UDP-glycosyltransferase family 35 member B1,CG6649,Dmel\Ugt35B1,"Ugt35b, UDP-glycosyltransferase 35b"
FBgn0040255,UDP-glycosyltransferase family 35 member E2,CG6653,Dmel\Ugt35E2,Ugt86De
FBgn0040253,UDP-glycosyltransferase family 35 member E1,CG17200,Dmel\Ugt35E1,Ugt86Dg
FBgn0040251,UDP-glycosyltransferase family 302 member K1,CG6658,Dmel\Ugt302K1,Ugt86Di
FBgn0040256,UDP-glycosyltransferase family 35 member C1,CG6633,Dmel\Ugt35C1,Ugt86Dd
FBgn0037860,,CG6629,Dmel\CG6629,
FBgn0037892,mitochondrial ribosomal protein L40,CG5242,Dmel\mRpL40,
FBgn0011774,Inverted repeat-binding protein,CG5247,Dmel\Irbp,"Ku70, YPF1, DmKu70, YPF1β, Ku"
FBgn0037894,Ranbp9,CG5252,Dmel\Ranbp9,
FBgn0037897,,CG5270,Dmel\CG5270,
FBgn0037898,D-aminoacyl-tRNA deacylase,CG18643,Dmel\Dtd,DmDTD
FBgn0037900,,CG5276,Dmel\CG5276,
FBgn0037902,,CG5281,Dmel\CG5281,
FBgn0046225,,CG17230,Dmel\CG17230,BcDNA:GH24095
FBgn0037908,defective proboscis extension response 5,CG5308,Dmel\dpr5,
FBgn0037906,Peptidoglycan recognition protein LB,CG14704,Dmel\PGRP-LB,
FBgn0051374,sarcomere length short,CG31374,Dmel\sals,
FBgn0037901,Exonuclease 3'-5' domain-containing 2,CG6744,Dmel\Exd2,
FBgn0037899,Ribosomal protein L24-like,CG6764,Dmel\RpL24-like,
FBgn0037896,ninaG,CG6728,Dmel\ninaG,
FBgn0037895,,CG6723,Dmel\CG6723,
FBgn0026064,KP78a,CG6715,Dmel\KP78a,
FBgn0026063,KP78b,CG17216,Dmel\KP78b,
FBgn0037910,,CG14708,Dmel\CG14708,
FBgn0037911,,CG10898,Dmel\CG10898,
FBgn0037916,,CG5342,Dmel\CG5342,
FBgn0037917,whacked,CG5344,Dmel\wkd,
FBgn0037920,,CG14710,Dmel\CG14710,
FBgn0037922,,CG14711,Dmel\CG14711,
FBgn0042205,,CG18764,Dmel\CG18764,
FBgn0037924,,CG14712,Dmel\CG14712,
FBgn0037926,Elongator complex protein 1,CG10535,Dmel\Elp1,D-elp1
FBgn0037930,,CG14715,Dmel\CG14715,
FBgn0037933,Heme oxygenase,CG14716,Dmel\Ho,dHO
FBgn0037939,,CG14718,Dmel\CG14718,
FBgn0025821,inhibitor-t,CG14719,Dmel\I-t,
FBgn0037940,,CG14720,Dmel\CG14720,
FBgn0037941,,CG12594,Dmel\CG12594,
FBgn0037942,,CG14721,Dmel\CG14721,
FBgn0037943,,CG14722,Dmel\CG14722,
FBgn0037944,,CG6923,Dmel\CG6923,
FBgn0002906,Bloom syndrome helicase,CG6920,Dmel\Blm,"mus309, DmBlm, gesta1, Ku70, bloom"
FBgn0037937,48 related 3,CG6913,Dmel\Fer3,nephew of atonal 3
FBgn0042110,,CG18765,Dmel\CG18765,
FBgn0037936,,CG6908,Dmel\CG6908,
FBgn0037935,,CG6834,Dmel\CG6834,
FBgn0037934,,CG6830,Dmel\CG6830,
FBgn0011290,TBP-associated factor 12,CG17358,Dmel\Taf12,"Taf30α, TBP-associated factor 30kD subunit α, dTAFII30α, TFIID, TAFII30α"
FBgn0037931,,CG18476,Dmel\CG18476,
FBgn0037923,,CG6813,Dmel\CG6813,
FBgn0037921,ZAD and Architectural Function 1,CG6808,Dmel\Zaf1,
FBgn0051363,Jupiter,CG31363,Dmel\Jupiter,
FBgn0037918,,CG6791,Dmel\CG6791,
FBgn0037915,,CG6790,Dmel\CG6790,
FBgn0037950,Histamine-gated chloride channel subunit 1,CG14723,Dmel\HisCl1,hclB
FBgn0019624,Cytochrome c oxidase subunit 5A,CG14724,Dmel\COX5A,"CoVa, cytochrome c oxidase subunit Va, tend, Va, tenured"
FBgn0003312,shadow,CG14728,Dmel\sad,Cyp315a1
FBgn0051368,,CG31368,Dmel\CG31368,
FBgn0037964,,CG14731,Dmel\CG14731,
FBgn0051211,,CG31211,Dmel\CG31211,
FBgn0013276,Heat-shock-protein-70Ab,CG18743,Dmel\Hsp70Ab,"hsp70, Hsp70A, hsp-70, heat-shock protein 70"
FBgn0000147,aurora A,CG3068,Dmel\aurA,"aur, aurora, Aur-A, Aurora A kinase, l(3)ck10"
FBgn0037970,Glutamate Carrier 2,CG12201,Dmel\GC2,DmGC2
FBgn0037976,Tachykinin,CG14734,Dmel\Tk,"DTK, tachykinin-3, DTK-4, DTK-6, DTK-3"
FBgn0037975,,CG3397,Dmel\CG3397,
FBgn0037974,,CG12224,Dmel\CG12224,
FBgn0037973,,CG18547,Dmel\CG18547,
FBgn0037972,,CG10005,Dmel\CG10005,
FBgn0013275,Heat-shock-protein-70Aa,CG31366,Dmel\Hsp70Aa,"hsp70, Hsp70A, hsp-70, hsp70 87A, heat-shock protein 70"
FBgn0037963,Cadherin 87A,CG6977,Dmel\Cad87A,
FBgn0037962,Dynein axonemal light intermediate chain 1,CG6971,Dmel\Dnali1,
FBgn0037960,methuselah-like 5,CG6965,Dmel\mthl5,
FBgn0037958,,CG6962,Dmel\CG6962,
FBgn0037956,,CG6959,Dmel\CG6959,
FBgn0037955,Kynurenine aminotransferase,CG6950,Dmel\Kyat,
FBgn0051116,Chloride channel-a,CG31116,Dmel\ClC-a,
FBgn0025802,SET domain binding factor,CG6939,Dmel\Sbf,Sbf1
FBgn0037949,pruning defect 1,CG17360,Dmel\prd1,
FBgn0017581,Lk6 kinase,CG17342,Dmel\Lk6,
FBgn0037979,GRIP and coiled-coil domain containing 185 kDa,CG3532,Dmel\GCC185,dGCC185
FBgn0037981,Spt3,CG3169,Dmel\Spt3,dSpt3
FBgn0037985,short spindle 5,CG14735,Dmel\ssp5,
FBgn0051361,defective proboscis extension response 17,CG31361,Dmel\dpr17,
FBgn0011905,transfer RNA:Lysine-TTT 2-5,CR31197,Dmel\tRNA:Lys-TTT-2-5,
FBgn0037995,Adenosine kinase 1,CG3809,Dmel\Adk1,
FBgn0037994,eukaryotic translation initiation factor 3 subunit d2,CG4810,Dmel\eIF3d2,
FBgn0037993,defective proboscis extension response 15,CG10095,Dmel\dpr15,
FBgn0037992,,CG4702,Dmel\CG4702,
FBgn0037989,ATPase 8B,CG14741,Dmel\ATP8B,dATP8B
FBgn0037988,,CG14740,Dmel\CG14740,citrate synthase
FBgn0037987,,CG14739,Dmel\CG14739,
FBgn0051358,,CG31358,Dmel\CG31358,
FBgn0037980,DDB1 and CUL4 associated factor 12,CG3313,Dmel\DCAF12,
FBgn0037978,Kelch like family member 18,CG3571,Dmel\KLHL18,dKLHL18
FBgn0051356,transfer RNA:Threonine-TGT 1-1,CR31356,Dmel\tRNA:Thr-TGT-1-1,tRNAThr3
FBgn0038000,Radial spoke binding protein 15,CG10014,Dmel\Rsbp15,
FBgn0038003,,CG3916,Dmel\CG3916,SP154
FBgn0038008,,CG3942,Dmel\CG3942,
FBgn0003651,seven up,CG11502,Dmel\svp,"ck16, NR2F3, SVP1, don, l(3)ck16"
FBgn0038009,,CG17738,Dmel\CG17738,
FBgn0038011,,CG4066,Dmel\CG4066,
FBgn0038012,,CG10013,Dmel\CG10013,
FBgn0038017,,CG4115,Dmel\CG4115,
FBgn0010038,Glutathione S transferase D2,CG4181,Dmel\GstD2,"DmGSTD2, gstD21, DmGST21, Gst"
FBgn0010039,Glutathione S transferase D3,CG4381,Dmel\GstD3,"DmGSTD3, DmGST22, Gst, GST-D3"
FBgn0010040,Glutathione S transferase D4,CG11512,Dmel\GstD4,"DmGST23, DmGSTD4, Gst"
FBgn0010041,Glutathione S transferase D5,CG12242,Dmel\GstD5,"DmGSTD5, DmGST24, Gst, GstD24"
FBgn0010042,Glutathione S transferase D6,CG4423,Dmel\GstD6,"DmGSTD6, DmGST25, Gst"
FBgn0010043,Glutathione S transferase D7,CG4371,Dmel\GstD7,"DmGSTD7, DmGST26, Gst"
FBgn0010044,Glutathione S transferase D8,CG4421,Dmel\GstD8,"DmGST27, DmGSTD8, Gst, GstD27"
FBgn0038029,Glutathione S transferase D11,CG17639,Dmel\GstD11,
FBgn0053098,,CG33098,Dmel\CG33098,RLC3
FBgn0038038,Saccheropin dehydrogenase 2,CG5167,Dmel\Sccpdh2,
FBgn0038039,,CG5196,Dmel\CG5196,
FBgn0082831,protein partner of snf,CG6525,Dmel\pps,spp
FBgn0038043,,CG17202,Dmel\CG17202,
FBgn0038045,N-acetylneuraminic acid synthase,CG5232,Dmel\NANS,"Sas, Neu5Ac, sialic acid synthase, DmSAS"
FBgn0038047,,CG5245,Dmel\CG5245,
FBgn0038049,Spliceosome-ribosome linker protein,CG5844,Dmel\Srlp,
FBgn0043043,Desaturase 2,CG5925,Dmel\Desat2,"desaturase, ds2, 7-11HD"
FBgn0029512,Activator of SUMO 1,CG12276,Dmel\Aos1,"SAE1, DmAos1"
FBgn0038046,,CG5641,Dmel\CG5641,
FBgn0004103,Protein phosphatase 1 at 87B,CG5650,Dmel\Pp1-87B,"Su(var)3-6, PP1α87B, PP1, PP1 87B, Su-var(3)6"
FBgn0038042,Sarcoglycan β,CG5657,Dmel\Scgβ,dscgβ
FBgn0000455,Dipeptidase C,CG5663,Dmel\Dip-C,
FBgn0038037,Cyp9f2,CG11466,Dmel\Cyp9f2,
FBgn0038034,Cyp9f3,CG17875,Dmel\Cyp9f3,"Cyp9f3Ψ, 9f3p"
FBgn0038028,,CG10035,Dmel\CG10035,
FBgn0038020,Glutathione S transferase D9,CG10091,Dmel\GstD9,DmGSTD9
FBgn0042206,Glutathione S transferase D10,CG18548,Dmel\GstD10,DmGSTD10
FBgn0038018,Tim17a1,CG10090,Dmel\Tim17a1,
FBgn0038016,MBD-R2,CG10042,Dmel\MBD-R2,dMBD-R2
FBgn0038014,,CG10041,Dmel\CG10041,SP178
FBgn0038013,,CG10038,Dmel\CG10038,
FBgn0051432,transfer RNA:Threonine-TGT 2-5,CR31432,Dmel\tRNA:Thr-TGT-2-5,tRNAThr3
FBgn0038007,Cyp313a3,CG10093,Dmel\Cyp313a3,
FBgn0038006,Cyp313a2,CG10094,Dmel\Cyp313a2,
FBgn0038005,Cyp313a5,CG15807,Dmel\Cyp313a5,
FBgn0011270,Phosphoglyceromutase 87,CG17645,Dmel\Pglym87,Pglym
FBgn0038001,,CG17404,Dmel\CG17404,SP149
FBgn0037999,,CG4860,Dmel\CG4860,
FBgn0037998,Component of oligomeric golgi complex 1,CG4848,Dmel\Cog1,
FBgn0037996,,CG4830,Dmel\CG4830,
FBgn0038053,,CG18549,Dmel\CG18549,
FBgn0038054,,CG5509,Dmel\CG5509,
FBgn0038055,toys are us,CG5333,Dmel\trus,
FBgn0038057,,CG12267,Dmel\CG12267,
FBgn0051354,Hsp70Bbb,CG5834,Dmel\Hsp70Bbb,"Hsp70, hsp70B, heat-shock protein 70"
FBgn0013278,Heat-shock-protein-70Bb,CG31359,Dmel\Hsp70Bb,"hsp70, Hsp70B, heat-shock protein 70, hsp-70, Hsp70Bc"
FBgn0013279,Heat-shock-protein-70Bc,CG6489,Dmel\Hsp70Bc,"hsp70, Hsp70B, heat-shock protein 70, hsp-70"
FBgn0028374,Hugin,CG6371,Dmel\Hug,"Drm-PK-2, pyrokinin-2, hug-γ, hugγ, pyrokinin"
FBgn0038065,Sorting nexin 3,CG6359,Dmel\Snx3,"Dsnx3, lincRNA.S6645"
FBgn0260444,CCR4-NOT transcription complex subunit 10,CG18616,Dmel\Not10,
FBgn0042207,,CG18530,Dmel\CG18530,
FBgn0038067,,CG11598,Dmel\CG11598,
FBgn0038068,,CG11600,Dmel\CG11600,
FBgn0038069,,CG11608,Dmel\CG11608,
FBgn0038071,Dpp target gene,CG6234,Dmel\Dtg,
FBgn0038072,,CG6225,Dmel\CG6225,
FBgn0038073,,CG14395,Dmel\CG14395,
FBgn0038074,Glycine N-methyltransferase,CG6188,Dmel\Gnmt,
FBgn0011745,Actin-related protein 1,CG6174,Dmel\Arp1,"gridlock, Arp87C, grid, Actin-related protein 87C"
FBgn0038079,Ninjurin C,CG14394,Dmel\NijC,
FBgn0016693,Putative Achaete Scute Target 1,CG6148,Dmel\Past1,PAST-1
FBgn0038080,,CG12279,Dmel\CG12279,
FBgn0038082,UDP-glycosyltransferase family 37 member A2,CG5724,Dmel\Ugt37A2,
FBgn0038084,beaten path Vc,CG14390,Dmel\beat-Vc,
FBgn0038083,UDP-glycosyltransferase family 37 member A3,CG5999,Dmel\Ugt37A3,
FBgn0002719,Malic enzyme,CG10120,Dmel\Men,"ME, NADP-malic enzyme, Mdh-NADP"
FBgn0002905,DNA polymerase theta,CG6019,Dmel\PolQ,"mus308, mutagen-sensitive 308, Pol θ"
FBgn0038078,,CG14391,Dmel\CG14391,
FBgn0051347,,CG31347,Dmel\CG31347,
FBgn0005355,Suppressor of fused,CG6054,Dmel\Su(fu),Sufu
FBgn0001296,karmoisin,CG12286,Dmel\kar,
FBgn0038076,Cyp313a4,CG6802,Dmel\Cyp313a4,
FBgn0026207,members only,CG6819,Dmel\mbo,"Nup88, l(3)05043, DNup88, l(3)S146507"
FBgn0038070,,CG6753,Dmel\CG6753,
FBgn0005671,Vacuolar H+-ATPase 55kD subunit,CG17369,Dmel\Vha55,"Vacuolar H+-ATPase 55kD B subunit, l(3)87Ca, l(3)j2E9, SzA, l(3)SzA"
FBgn0052865,αγ-element:CR32865,CR32865,Dmel\lncRNA:αγ-element:CR32865,
FBgn0013277,Heat-shock-protein-70Ba,CG31449,Dmel\Hsp70Ba,"hsp70, Hsp70B, hsp-70, hsp70 87C, heat-shock protein 70"
FBgn0038058,,CG5608,Dmel\CG5608,
FBgn0038056,,CG5961,Dmel\CG5961,
FBgn0038051,,CG17207,Dmel\CG17207,
FBgn0038089,davis-cup,CG14387,Dmel\d-cup,
FBgn0038092,beaten path Vb,CG31298,Dmel\beat-Vb,
FBgn0038090,,CG10909,Dmel\CG10909,
FBgn0038088,,CG10126,Dmel\CG10126,
FBgn0051345,,CG31345,Dmel\CG31345,
FBgn0038095,Cyp304a1,CG7241,Dmel\Cyp304a1,
FBgn0038099,,CG7091,Dmel\CG7091,
FBgn0038100,polyA-binding protein interacting protein 2,CG12358,Dmel\Paip2,dPaip2
FBgn0051342,,CG31342,Dmel\CG31342,
FBgn0038106,,CG7488,Dmel\CG7488,
FBgn0038108,,CG7518,Dmel\CG7518,
FBgn0038109,,CG11656,Dmel\CG11656,
FBgn0002354,lethal (3) 87Df,CG7620,Dmel\l(3)87Df,"l(3)S12, S12"
FBgn0003308,rosy,CG7642,Dmel\ry,"Xdh, xanthine dehydrogenase, Xanthine DH, XOR"
FBgn0038113,,CG11668,Dmel\CG11668,
FBgn0038114,,CG11670,Dmel\CG11670,SP27
FBgn0001217,Heat shock protein cognate 2,CG7756,Dmel\Hsc70-2,"Hsc70, hsc2"
FBgn0051157,,CG31157,Dmel\CG31157,
FBgn0004666,single-minded,CG7771,Dmel\sim,"S8, l(3)S8, shm"
FBgn0038118,timeout,CG7855,Dmel\timeout,"tim2, timeless 2"
FBgn0038115,,CG7966,Dmel\CG7966,
FBgn0003450,snake,CG7996,Dmel\snk,
FBgn0038110,,CG8031,Dmel\CG8031,
FBgn0038107,,CG17327,Dmel\CG17327,
FBgn0038105,yellow-f2,CG8063,Dmel\yellow-f2,
FBgn0041710,yellow-f,CG18550,Dmel\yellow-f,
FBgn0038102,,CG14383,Dmel\CG14383,
FBgn0038098,,CG7381,Dmel\CG7381,
FBgn0040493,granny smith,CG7340,Dmel\grsm,BcDNA:LD41548
FBgn0038097,,CG14384,Dmel\CG14384,
FBgn0038122,,CG8138,Dmel\CG8138,
FBgn0038124,,CG14380,Dmel\CG14380,
FBgn0038125,,CG8141,Dmel\CG8141,
FBgn0040551,,CG11686,Dmel\CG11686,
FBgn0003598,Suppressor of variegation 3-7,CG8599,Dmel\Su(var)3-7,"Suvar(3)7, Su-var(3)7"
FBgn0038130,,CG8630,Dmel\CG8630,
FBgn0038133,Osiris 22,CG8644,Dmel\Osi22,
FBgn0038135,,CG8773,Dmel\CG8773,
FBgn0038136,,CG8774,Dmel\CG8774,
FBgn0052473,,CG32473,Dmel\CG32473,
FBgn0038140,Pyrokinin 2 receptor 1,CG8784,Dmel\PK2-R1,
FBgn0045442,methuselah-like 12,CG32853,Dmel\mthl12,
FBgn0027610,Dicarboxylate carrier 1,CG8790,Dmel\Dic1,
FBgn0038142,Chemosensory protein A 87a,CG14379,Dmel\CheA87a,
FBgn0038144,,CG8870,Dmel\CG8870,
FBgn0038145,DnaJ-like-2,CG8863,Dmel\Droj2,
FBgn0038148,,CG14377,Dmel\CG14377,
FBgn0041711,yellow-e,CG9792,Dmel\yellow-e,
FBgn0038151,yellow-e2,CG17044,Dmel\yellow-e2,
FBgn0038150,yellow-e3,CG17045,Dmel\yellow-e3,
FBgn0038149,Gamma-interferon-inducible lysosomal thiol reductase 1,CG9796,Dmel\GILT1,
FBgn0040553,,CG14374,Dmel\CG14374,
FBgn0038147,CCHamide-2,CG14375,Dmel\CCHa2,
FBgn0038146,,CG9799,Dmel\CG9799,
FBgn0044511,mitochondrial ribosomal protein S21,CG32854,Dmel\mRpS21,
FBgn0038143,,CG9813,Dmel\CG9813,
FBgn0023495,Lip3,CG8823,Dmel\Lip3,"lipase3, lipase 3, lipase-3"
FBgn0038134,wnt inhibitor of Dorsal,CG8458,Dmel\wntD,"Wnt8, DWnt8, DWnt-8"
FBgn0038132,apnoia,CG15887,Dmel\apn,
FBgn0038129,TBC1 domain family member 5,CG8449,Dmel\TBC1D5,
FBgn0038128,Ravus,CG15889,Dmel\Ravus,
FBgn0000024,Acetylcholine esterase,CG17907,Dmel\Ace,"AChE, acetylcholinesterase, DmAChE"
FBgn0038127,,CG8476,Dmel\CG8476,
FBgn0038126,,CG8483,Dmel\CG8483,
FBgn0038123,,CG8508,Dmel\CG8508,
FBgn0038153,Ionotropic receptor 87a,CG14376,Dmel\Ir87a,
FBgn0000046,Actin 87E,CG18290,Dmel\Act87E,"actin, F-actin, E"
FBgn0038158,,CG14370,Dmel\CG14370,
FBgn0038159,,CG14369,Dmel\CG14369,
FBgn0051337,,CG31337,Dmel\CG31337,
FBgn0038157,,CG12538,Dmel\CG12538,
FBgn0040554,antisense RNA:CR17025,CR17025,Dmel\asRNA:CR17025,
FBgn0004049,yurt,CG9764,Dmel\yrt,"l(3)m112, m112, l(3)87Ek"
FBgn0038161,,CG9269,Dmel\CG9269,
FBgn0038163,,CG10841,Dmel\CG10841,
FBgn0015778,rasputin,CG9412,Dmel\rin,"Nts, Next to squid, rasp"
FBgn0038167,Lkb1 kinase,CG9374,Dmel\Lkb1,"PAR-4, STK11, dlkb1"
FBgn0024555,falafel,CG9351,Dmel\flfl,"l(3)L4179, PP4R3"
FBgn0038170,,CG14367,Dmel\CG14367,
FBgn0002937,neither inactivation nor afterpotential B,CG9347,Dmel\ninaB,"β-diox, RPE65"
FBgn0038173,Adenosine deaminase-related growth factor C,CG9345,Dmel\Adgf-C,
FBgn0038179,,CG9312,Dmel\CG9312,
FBgn0038180,Chitinase 5,CG9307,Dmel\Cht5,DmCHT5
FBgn0038181,,CG9297,Dmel\CG9297,
FBgn0260464,,CG9288,Dmel\CG9288,
