Symbol,Alias
CG6933,DmelCG6933
CG6996,DmelCG6996
pfk,"CG15812, DmelCG15812"
lolal,"25/12, Ban, CG5738, DmelCG5738, EP0647, EP647, anon-EST:fe3D3, anon-WO0172774.186, bat, l(2)k02512, l(2)kO2512"
CG15831,DmelCG15831
CG18675,DmelCG18675
Clamp,"CG1832, DmelCG1832"
Pka-R2,"BcDNA:GM01761, CG15862, Cos, Cos-1, Cos1, DmelCG15862, Epa, PKA, PKA RII, PKA-RII, RII, RII[[DR]]"
CG3011,"144561_at, DmelCG3011, Shmt2, anon-WO03040301.100"
Prosbeta5R1,"CG9868, DmelCG9868, Prosbeta5R, beta5R1"
CG2662,"DmelCG2662, EG:100G10.6, MAD, snuts"
Mhcl,"CG10218, CG10224, CG31045, DmPDZ, DmelCG31045, MHCL(PDZ)"
CG42404,"BcDNA:SD12744, CG31154, CG34128, CG4285, DmelCG42404, Dmel_CG34128, Dmel_CG4285"
CG15878,DmelCG15878
CG5674,DmelCG5674
CG9184,DmelCG9184
Ravus,"CG15889, DmelCG15889"
REG,"CG1591, DmREGgamma, DmelCG1591, REGgamma, dREG, dREGgamma"
CG15912,DmelCG15912
CG15914,"DmelCG15914, PIG"
CG15916,"BcDNA:RH08992, DmelCG15916"
RpL18A,"CG6510, DmelCG6510, L18, L18A, anon-EST:Posey75"
CG15923,DmelCG15923
Drat,"CG1600, DmelCG1600"
Cys,"BcDNA:RH72992, CG8050, DmelCG8050, anon-EST:Liang-2.34, clone 2.34"
CG1602,DmelCG1602
Picot,"CG8098, DmelCG8098"
Ork1,"CG1615, DmelCG1615, DorK, KCNK0, K[[2P]], ORK, ORK-1, anon-WO0161006.1, anon-WO0161006.22, anon-WO0161006.23, d-ORK1, dORK1"
comt,"CG 1618, CG1618, DmNSF, DmelCG1618, NSF, NSF-1, NSF1, com, dNSF, dNSF-1, dNSF1"
Ada2a,"CG31318, CG33520, CG43663, CG7150, DmADA2a, DmelCG43663, dADA2a"
Hmr,"BcDNA:LD22117, CG1619, DmelCG1619, Hmr-mel"
l(3)76BDm,"CG8793, DmelCG8793, l(3)L3809"
Coop,"CG1621, DmelCG1621"
CTPsyn,"CG45070, CG6854, CTPS, DmelCG45070, Dmel_CG6854"
IP3K2,"CG12724, CG15745, CG1630, CG34359, CG45017, D-IP3K2, DIP3K2, DmelCG45017, Dmel_CG12724, Dmel_CG15745, Dmel_CG1630, Dmel_CG34359, IP[[3]]K-2, IP[[3]]K2, NP2758, dmIP3K2, dmIP3Kbeta, dmIP[[3]]beta"
CG1631,DmelCG1631
XRCC1,"4208, CG4208, DmelCG4208"
CG6762,DmelCG6762
Nrg,"CG1634, CT4318, DmelCG1634, NFASC, Ngl, Nrg167, Nrg180, RA35, ceb, fs(1)M72, ibx, l(1)7Fa, l(1)G0099, l(1)G0413, l(1)G0488"
Ak6,"CG8816, DAK6, DmelCG8816"
CG1635,DmelCG1635
P5cr-2,"CG5840, CT18319, DmelCG5840"
Dyb,"CG8529, DmDYB, DmelCG8529"
CG1636,DmelCG1636
CG9101,DmelCG9101
CG31961,"BcDNA:LD34582, CG3381, DmelCG31961"
CG7878,"DmRH26, DmelCG7878"
Atg5,"CG1643, DmAtg5, DmelCG1643"
CG1647,DmelCG1647
CG1648,DmelCG1648
sofe,"CG1655, DmelCG1655"
CG31156,"CG5253, CG5257, DmelCG31156"
Ubp64E,"BcDNA:LD12764, CG5486, D-UBP-64E, DmelCG5486, E(var)1, E(var)3-64E, E-var(3)64E, Q24574, UBP, Ubp64, dUbp64"
CG7840,DmelCG7840
CG3528,DmelCG3528
CG1671,DmelCG1671
CG16711,DmelCG16711
CG4619,"CG31879, DmelCG4619"
CG16719,DmelCG16719
312,"BEST:CK01660, CG9166, DmelCG9166"
gammaTub37C,"CG17566, D.m.GAMMA-37C, DmelCG17566, GTU88*, PL10, Rb1011, TW1, fs(2)TW1, fs(2)TWI, fsTW1, g-Tubulin, gamma Tub37CD, gamma tubulin, gamma-Tub, gamma-Tub37C, gamma-tub37CD, gamma-tubulin, gammaTUB, gammaTub2, gammaTub37CD, gamma[mat]"
CG4882,"DmelCG4882, GM14313, LD24471, UD1, anon-60Aa"
alphaTub67C,"4t, ALPHA 67C, CG8308, D.m.ALPHA-67C, DTA2, DmelCG8308, Fs(3)Kav, Fs(3)Kavar, Fs(3)Sz14, Fs(3)Sz22, Fs(3)Tom, Fs(3)Tomaj, Kavar, T, Tom, Tub, aTub67C, alpha-Tub, alpha-Tub67C, alpha-tubulin, alpha-tubulin[4], alpha4, alpha4-t, alpha4-tubulin, alpha4Tub67C, alpha4t, alpha67C, alphaTUB, alphaTub4, alphaTub[67C], gamma-Tub, mum-tub67C, tub67c"
Gem3,"BcDNA.LD05563, BcDNA:LD05563, CG6539, DHH1, DmRH22, DmelCG6539, dGem3, l(3)rL562"
CG16734,DmelCG16734
Srp72,"CG5434, DmelCG5434"
CG1674,DmelCG1674
gammaTub23C,"CG 3157, CG3157, D.m.GAMMA-23C, DmelCG3157, GAMMA23C, GTU88*, GTUB, Tub23, g-Tubulin, gamma tubulin, gamma-Tub, gamma-Tub23C, gamma-tub 23C, gamma-tub23, gamma-tubulin, gammaTUB, gammaTub23CD, gamma[zy], l(2)23Ce"
Rh2,"CG16740, DMELRH2, Dm Rh2, DmelCG16740, Rh"
CG5604,DmelCG5604
Ntmt,"CG1675, DmelCG1675, dNTMT"
Art8,"CG16840, DART8, DmelCG16840"
CG16753,DmelCG16753
wge,"CG17621, CG31151, CG4902, DmelCG31151"
eIF-2beta,"CG4153, D-eIF2beta, DmelCG4153, Eif2beta, IF2B, eIF-2, elF2beta"
CG16865,"BG:DS00941.3, DmelCG16865"
CG2278,DmelCG2278
CG3213,"DmelCG3213, bs30c03.y1"
HP1b,"CG7041, DmelCG7041, HP1"
CG1677,DmelCG1677
GalNAc-T2,"CG6394, DmelCG6394, PGANT7, anon-WO02059370.15, dGalNAc-T2"
CG16781,DmelCG16781
pr,"38B.9, CG16784, DmelCG16784, anon-38Bb"
CG6279,DmelCG6279
CG8032,DmelCG8032
CG3338,DmelCG3338
CG16826,DmelCG16826
CG8490,DmelCG8490
lectin-33A,"AC 007083A, AC007083a, CG16834, DmelCG16834, lecti-33A"
CG16838,DmelCG16838
Br140,"CG1845, DmelCG1845"
CG16852,"BG:BACR48E02.2, BcDNA:AT28681, DmelCG16852"
CG16854,DmelCG16854
Cyp316a1,"316a1, CG8540, DmelCG8540"
Acyp,"ACPDro, BG:DS00180.1, CG16870, DmelCG16870"
CG7742,DmelCG7742
Vm32E,"CG16874, DmelCG16874, VM321, VMP32E, Vm3, Vm32Ea, Vm32Ec"
RpS5a,"CG8922, DmelCG8922, M(1)15D, M(1)34i28, M(1)o, M[[o]], RS5, RS5A_DROME, Rp S5a, RpS5, S5a"
CG16886,"BG:DS00180.2, DmelCG16886"
CG9975,DmelCG9975
CG4042,DmelCG4042
ArfGAP3,"CG6838, DmelCG6838, arfgap1, dArfGAP3"
CG18132,DmelCG18132
CG2104,DmelCG2104
CG7264,DmelCG7264
CG9632,"BcDNA:AT06908, DmelCG9632, NEST:bs19g07, bs19g07.y1"
CG16926,"141315_at, DmelCG16926"
CG1986,DmelCG1986
CG16941,"DmelCG16941, SF3a1, SF3a120, l(2)SH3 146, l(3)SH146"
CG2201,DmelCG2201
Hexim,"CG3508, DmelCG3508, dHEXIM"
l(2)not,"1(2) not, CG4084, DmelCG4084, cDNA 10F, ntid"
Spn28Dc,"CG7219, Dm-Spn28D, DmelCG7219, Spn28D"
E(spl)m8-HLH,"CG8365, DmelCG8365, E(Spl), E(spl) m8, E(spl)-C, E(spl)-m8, E(spl)M8, E(spl)bHLH, En(spl), En(spl)-C, Espl, HLHm8, Hes, M8, Su(H)[[m8]], anon-EST:Liang-1.71, bHLHb36, clone 1.71, l(3)96Fd"
CG16972,"DmelCG16972, anon-WO0140519.52"
Spn43Ab,"CG1865, DmelCG1865, SER2, anon-WO0118057.2"
CG5611,DmelCG5611
Sfmbt,"CG16975, DmelCG16975, dSFMBT"
CG7211,DmelCG7211
CG2247,"DmelCG2247, FBXL5"
Fsn,"BEST:GH20696, CG4643, DFsn, DmelCG4643, FBXO2, Wals"
toc,"BA34, BcDNA:LD27161, CG9660, DmelCG9660, l(2)01361, l(2)05527, l(2)K08224"
Skp2,"153298_at, CG9772, DmelCG9772, FBXL1, dSkp2"
ppa,"CG9952, DmelCG9952, FBXL14, I-55"
CG16984,"BcDNA:AT01695, DmelCG16984"
spz3,"CG14533, CG7104, CT21967, CT34263, DmelCG7104"
CG16985,"BcDNA:RE30174, DmelCG16985"
daw,"ALP23B, Alp, CG16987, DmelCG16987"
Mcm2,"CG7538, DmMCM2, DmeMCM2, DmelCG7538, MCM2-7, MCM2_DROME, PCR3, dMCM2, l(3)rL074"
Roc1b,"BcDNA:AT21612, CG16988, DmelCG16988, ROC2, Roc, dRoc1b"
Ubc12,"CG7375, DmelCG7375, UbcD12, anon-WO0118547.309, dUbc12"
CG17002,DmelCG17002
CG5447,DmelCG5447
lectin-30A,"AC 005889A, AC005889a, CG17011, DmelCG17011"
Sep2,"38961, CG4173, DmelCG4173"
Cpr62Bc,"CG1919, DmelCpr62Bc, DmelCG1919"
GstT3,"CG1702, DmelCG1702"
Cchl,"CG6022, DmelCG6022"
CG17030,DmelCG17030
da,"5102, CG5102, DmelCG5102, bHLHb22, l(2)31Ea"
CG17032,DmelCG17032
CG42319,"CG17041, CG17042, DmelCG42319, Dmel_CG17041, Dmel_CG17042"
Mbs,"0573/06, 0953/04, CG32156, CG5600, CG5891, DMBS, DMYPT, DmelCG32156, Mypt, l(3)03802, l(3)72Dd, l(3)S005331b, l(3)S057306, l(3)S057306b, l(3)S095304, l(3)j3B4, l(3)j7A1"
yellow-e2,"CG17044, DmelCG17044, e2, yel-e2"
CASK,"CAKI, CAMGUK, CG13412, CG13413, CG6703, CMG, CMG/CASK, DLin-2, DmelCG6703, RE09582p, dCASK"
yellow-e3,"CG17045, DmelCG17045, e3, yel-e3"
klar,"CG17046, DmelCG17046, kls, marb"
CG9669,DmelCG9669
CG17048,DmelCG17048
Met,"CG1705, DmMet, DmelCG1705, Mett, Rst(1)JH, bHLHe59"
Khc,"CG7765, DK, DKH, DmK, DmKHC, DmelCG7765, Dmkin, KIF 5A, KIF5B, KIN, Kin-1, Kinesin-1, kinesin, l(2)W12, l(2)k13219, l(2)k13314, l(2R)W12, pgs"
CG32486,"CG14954, CG16745, DmelCG32486, anon-WO0118547.267, l(2)SH3 095, l(3)SH095"
Ada2b,"Ada2S, BcDNA:LD24527, CG9638, DmelCG9638, dADA2b, dAda2S"
CG17104,"BEST:LD16579, DmelCG17104"
CG17108,"BEST:GH23489, CT33647, DmelCG17108, gh23489"
CG17110,DmelCG17110
CAH2,"CG6906, CT21171, DmelCG6906"
hth,"1323/07, 1422/04, CG17117, Dm-HTH, DmelCG17117, Meis1, P53, anon-EST:Liang-2.13, clone 2.13, dtl, hth1, hth2, l(3)05745, l(3)86Ca"
tamo,"60B, CG4057, DmelCG4057"
exd,"CG8933, DExd, Dm-EXD, DmelCG8933, Dpbx, Pbx1, anon-EST:fe1H3, l(1)IV, lincRNA.S9404, td48"
CG17122,DmelCG17122
CG17124,"DmelCG17124, anon-WO0118547.153"
CG8642,"AAF59068, DmelCG8642, FBpp0087808"
Su(fu),"CG6054, DmelCG6054, SUFU, dSufu"
Gbeta76C,"CG8770, DGqbeta, DmelCG8770, G[[beta76C]], G[[beta]], G[[beta]]e, G[q], Galpha76C, Gbe, Gbeta, Gbeta[[e]], Gbetae, Gbeta{e}, Gqbeta, eGbeta, eye Gbeta"
gem,"BcDNA:HL07889, CG11867, CG30011, CG3459, DmelCG30011, anon-AE003830.1, dCP2"
Rsf1,"CG5655, DmelCG5655, ROX21"
CG17141,DmelCG17141
bab2,"BAB, BTB-II, BtbII, CG13911, CG9102, DmelCG9102, bab-II"
CG32809,"CG3737, CG3783, CG3791, DmelCG32809, EG:171E4.3, EG:73D1.1, EG:9D2.2"
DNApol-epsilon,"6768, BAB17608, CG6768, DNA pol epsilon, DmelCG6768, dpolepsilon, dpolepsilonp255, l(3)pl10, l(3)pl10R, pl[10], pol-epsilon"
CG17154,DmelCG17154
Hil,"CG10439, CG13435, CG30147, D-hil, DmelCG30147"
nwk,"CG43479, CG4641, CG4684, DmelCG43479, Dmel_CG4641, Dmel_CG4684"
su(f),"19, 28, 29, 3-DES, 3DES, CG17170, CstF-77, CstF77, DmelCG17170, EC235, R-9-18, R9-18, SU-f, l(1)20Eb, l(1)3DES, l(1)EC235, l(1)G0393, l(1)R-9-18, l(1)X1, l(1)X3, l(1)su(f), l3DES, su[+]-f"
ACXA,"AC, AC62D, CG17176, DACXA, DmelCG17176"
Mst57Db,"CG5016, DmelCG5016, mst(2)ag-1, mst-1"
Kah,"CG17181, DmelCG17181"
Aef1,"AEF-1, CG5683, DmelCG5683"
MED30,"CG17183, DmelCG17183, Med11/TRAP25, Med20, Trap25, dMED20, dTRAP25"
CG4960,"BcDNA:AT31258, DmelCG4960"
CG8204,"BcDNA:AT23078, DmelCG8204"
CG17190,DmelCG17190
Her,"CG5927, DmelCG5927, bHLHc21"
CG17219,DmelCG17219
CG17221,"DM_7295851, DmelCG17221"
Or59c,"59E.2, 59c, CG17226, DOR120, DmelCG17226"
CG17230,"BcDNA:GH24095, CG5286, DmelCG17230"
PlexB,"CG17245, DmelCG17245, plex, plex B"
CG7366,"DmelCG7366, anon-WO0140519.185"
Miro,"B682, CG5410, DmMiro, DmelCG5410, Q8IMX7-1, Q8IMX7-2, dMiro"
Nek2,"CG17256, Dm Nek2, DmNek2, DmelCG17256, dNek2"
GABPI,"CG17257, DmelCG17257"
Lin29,"CG10204, CG2052, DmLin29, DmelCG2052, dati"
CG6758,"DmelCG6758, FBXO6"
CG17259,"DmSRS1, DmelCG17259, SerRS"
CG18301,DmelCG18301
CG17260,DmelCG17260
Prosbeta2R1,"CG18341, DmelCG18341, beta2R1"
CG17265,DmelCG17265
CG17266,DmelCG17266
AdSS,"BcDNA:LD32788, CG17273, DmelCG17273, PURA_DROME"
SPoCk,"CG14449, CG32451, CG7651, DmelCG32451, anon-WO0118547.249"
CG17290,"BcDNA:RE15976, DmelCG17290"
Irp-1A,"C-Acon, CG4900, DmelCG4900, IRP-1, IRP1, cACON, irp1A"
Acp53Ea,"Acp53E, BcDNA:AT09943, CG8622, DmelCG8622"
Wdr82,"CG17293, DmelCG17293, dWdr82, wdr-82"
su(s),"CG6222, DmelCG6222, EG:115C2.3, su-s, su-v"
CG9330,DmelCG9330
2mit,"CG10148, CG17319, CG42573, CT28541, CT38314, DmelCG42573, Dmel_CG10148, Dmel_CG17319"
Pcd,"BcDNA:LP07248, CG1963, DmelCG1963"
Cpr73D,"CG9665, DmelCG9665"
CG17337,"Dm52, DmelCG17337, Y, anon-41Fb"
Rpn11,"37B, CG18174, DmS13, DmelCG18174, Q9V3H2, S13, p37B, yip5"
Lk6,"CG17342, CG6929, DmelCG17342, MESR8, MNK/LK6, anon-WO0172774.84"
RpL22,"CG7434, DmelCG7434, EG:BACR19J1.4, L22, PBP-12, RL22, RL22_DROME, Rp L22, anon-EST:Posey53"
CG9650,DmelCG9650
drl,"CG10758, CG17348, DmelCG17348, lin, lio, lio/drl"
CG2246,DmelCG2246
yps,"CG5654, DmelCG5654, p45, p57"
CG5662,DmelCG5662
CG17359,DmelCG17359
CG17364,DmelCG17364
Lnk,"CG 17367, CG17367, CG5908, DmelCG17367, dSH2B"
CG1890,DmelCG1890
sty,"CG1921, CS3-3, DmelCG1921, Spry, Sry, dSPRY"
CG2199,DmelCG2199
CG5070,DmelCG5070
CG17385,DmelCG17385
CG8701,"DmelCG8701, anon-WO0140519.78"
Ntf-2,"BcDNA:GM08921, CG1740, DNTF-2, DmelCG1740, Dntf2, Ntf2, dmNTF2, l(1)G0086, l(1)G0125, l(1)G0337, l(1)G0428"
CG31917,"BcDNA:RE52596, CG14038, DmelCG31917, Dmp18, Dromel_CG31917_FBtr0079037_mORF"
CG18672,DmelCG18672
Neos,"BcDNA.HL05936, BcDNA:HL05936, CG8614, DmelCG8614, l(3)L2249"
Or98b,"98C.1, 98b, CG1867, DOR121, DmelCG1867, Or98bP"
inv,"CG17835, DmelCG17835, Engrailed/Invected, IV, er, in"
CG9640,DmelCG9640
Su(var)205,"CBX5, CG8409, DmHP-1, DmHP1, DmelCG8409, E(var)29, E(var)29A, FBgn0003607, HP-1, HP1, HP1-VS, HP1A, HP1alpha, Su(Var)2-5, Su(var), Su(var)2-05, Su(var)2-501, Su(var)29A, Su(var)[205], Su-var(2)5, Su[Var]205, Suvar(2)5, Suvar2-5, dHP-1a, dHP1"
Kif3C,"CG17459, CG17461, CP38609, DmKIF3C, DmelCG17461, KIF 24, KIF 3C, KIF17, KIF3Cdm"
IntS1,"CG3173, DmelCG3173, Int1"
CG1749,"DmelCG1749, dMoaD"
CG2924,"DmelCG2924, EG:25E8.2, NICE5"
mad2,"CG17498, DmelCG17498"
CG32000,"BcDNA:LD05303, BcDNA:LD19039, BcDNA:SD17880, DmelCG32000"
CG1750,DmelCG1750
Cbs,"CG1753, DmCBS, DmelCG1753, dCBS"
Rho1,"19549712, 8416, AAF01186, CG8416, D-Rho1, DRho, DRho1, DRhoA, Dm Rho1, DmRHO-A, DmelCG8416, E3.10/J3.8, P48148, RHO, Rho A, Rho GTPase, Rho kinase, RhoA, RhoN19, dnRho, l(2)52Fa, l(2)k02107b, n(2)k07236"
GstE6,"CG17530, CT38747, DmGSTE6, DmelCG17530, E6"
GstE8,"BcDNA:GM08326, CG17533, DmGSTE8, DmelCG17533, GST3-2"
jdp,"CG2239, DmelCG2239, dJDP, p25a"
Spf45,"CG17540, DmelCG17540, RBM17, dRBM17, dSPF45, spf-45"
Nos,"CG6713, DNOS, DNOS1, DmelCG6713, drNOSoxy, nNOS"
CG17560,"CT38785, DmelCG17560"
MED28,"BcDNA:GM31575, CG5121, DmelCG5121, Med23, dMED23"
CG5078,DmelCG5078
DNApol-alpha73,"CG5923, DNA pol-73, DNA polalpha, DNA polymerase alpha 73 kD, DNApol-alpha, DNApol-alpha72, DNApolalpha, DmelCG5923, Dmpol alpha, POLA, Pol, Polalpha, Polalpha 73kDa, pol alpha"
CG17575,"DmelCG17575, anon-SAGE:Wang-113"
usp,"2C, CF1, CF1/USP, CG4380, DmUSP, DmelCG4380, EG:22E5.1, NR2B4, XR2C, dUSP, l(1)2Cf, l(1)usp"
sca,"AAA28880, AAF58455, CG17579, DmelCG17579, FBpp0086968, FBpp0086969, Sca1b, anon-EST:Liang-38, clone 38, mAb sca1"
cad,"38E.19, CG1759, DmelCG1759, S67, anon-WO2004063362.83, cd"
CG32647,"BcDNA:RH40632, CG15723, CG18453, CG3794, CT35953, DmelCG32647"
CG17593,DmelCG17593
S6kII,"CG17596, DmelCG17596, RSK, dRSK, ign, rsk2"
CG17601,DmelCG17601
c(3)G,"C3G, CG17604, DmelCG17604, cx"
ATPsyn-Cf6,"BcDNA:RH08870, CG4412, DmelCG4412"
nod,"CG1763, DmNod, DmelCG1763, DnMod, KIF 22, KIF22, l(1)TW6"
GATAd,"CG5034, DmelCG5034, dGATA-D, dGATAd"
CG17637,DmelCG17637
CG7441,"BEST:CK01295, DmelCG7441, GH31"
EcR,"CG1765, CG8347, DEcR, Dhr23, DmEcR, DmelCG1765, ECR-C, EcR-A, EcR-B, EcR-B1, EcR1b, EcRA, EcRB-1, EcRB1, EcRC, EcdR, NR1H1, anon-WO0229075.1, lie, ms(2)06410, ms(2)42A, snt"
Spn42Dd,"CG9456, DmelCG9456, Spn1, sp1"
CG4151,DmelCG4151
PCNA,"53/13, CG9193, DmPCNA, DmelCG9193, MUS209, PCNA/mus209, dPCNA, l(2)02448, l(2)56F, l(2)56Fa, l(2)s1534, mus 209"
hkb,"5953, CG9768, DmelCG9768, anon-82B3, gurt"
SP,"ACP, Acp-70A, Acp70, Acp70A, Apc70A, CG17673, DmelCG17673, DrmSP, PapB, Spg70"
Dl,"0495/20, 0926/11, 1053/14, 1119/09, 1304/03, 1423/11, 1440/11, 1485/04, C1, CG3619, CT12133, D, Dll, DmelCG3619, E(ls)2, anon-WO0118547.269, delta, delta D1, dmDelta, l(3)05151, l(3)92Ab, l(3)j8C3"
DIP1,"CG17686, DmelCG17686, TO34, TO67, UbxBP1, clot 10495, clot 2020, dip1a, klt"
fz,"CG17697, CG3646, DFZ1, DFz, Dm Fz1, DmelCG17697, Frz, Fz1, fz[[1]]"
HDAC4,"CG1770, DHDAC4, DmelCG1770, GC1770, HDAC, HDAC4a, dmHDA405"
CG17712,"BcDNA:GH03377, DmelCG17712"
dap,"CDI4, CDKN2B, CG1772, CIB1, Dac, Decapo, DmelCG1772, E(Sev-CycE)2B, P15, dacapo/cyclin-dependent kinase interactor 4, l(2)04454, p21, p21[dacapo], p27, p27[Dap]"
ZnT63C,"CG17723, DmelCG17723, ZnT1, dZnT1, dZnT63C"
RpL37A,"BcDNA:RE23595, BcDNA:RH41593, CG5827, DmL37a, DmelCG5827, L37A, M(2)25C, M(2)S1, chr2L:5071724..5071820, l(2)25Cb"
CG17737,"BcDNA:RE14985, DmelCG17737, anon-EST:Posey272"
eIF3-S8,"CG4954, DmelCG4954, eIF3c"
CG17738,DmelCG17738
und,"CG4008, DMAP2, DmelCG4008, MAP2"
CG2059,DmelCG2059
h-cup,"CG6130, DmelCG6130, anon-WO0140519.172"
slv,"CG8717, DmelCG8717"
CG34401,"CG15037, CG17757, CG32542, CG7307, CG7317, DmelCG34401, Dmel_CG17757, Dmel_CG32542"
ocn,"BcDNA:GH02250, CG7929, DmelCG7929, bs29e10.y1"
Acam,"And, CG17769, Camr97A, DmelCG17769"
unc-13,"CG2999, DUNC-13, DmelCG2999, Dunc13, Munc-13, Munc-13/UNC-13, UNC-13-B, drunc13, l(4)ry16, unc"
wupA,"CG7178, DROTROPONI, DmTpnI, DmelCG7178, HDP, HL-I, HL08042, HLI, Tn I, TnI, TpnI, chrX:17947374..17947524, hdp2, wup-A"
modSP,"CG10100, CG17557, CG31217, CT28389, Dm-SP, DmelCG31217, LDL, Ldlr, SP172, SP53, Ser89E, W, X"
CG17803,DmelCG17803
Acp29AB,"AC 004423B, AC004423b, Acp29, Acp29AB-II, Acp29B, CG17797, DmelCG17797"
rti,"BEST:LD28579, BcDNA:LD10657, CG7085, DmelCG7085, l(2)s5379"
CG8319,DmelCG8319
Uba1,"2/31, CG1782, DmUba1, DmelCG1782, E1, FBtr0088499, UBA-1, Uba 1, l(2)03405, l(2)05642, l(2)s3484"
Alas,"CG3017, DmelCG3017"
Tab2,"7417, CG7417, DmelCG7417, ORF1, TAB, dTAB2, galere"
CG17834,"BcDNA:LP07538, DmelCG17834, anon-290a, anon-29Da"
p38b,"186F5S, BG:DS00797.3, CG7393, D-p38, D-p38 MAPK, D-p38b, Dm p38b, DmelCG7393, Dmp38b, Dp38, Dp38b, ESTS:186F5S, Mpk34C, anon-sts23, p38, p38 MAPK, p38 beta, p38Kb, p38beta"
CG1868,DmelCG1868
CG17841,"BcDNA:GH12326, DmelCG17841, anon-EST:Liang-2.12, clone 2.12"
Sam-S,"CG2674, DmelCG2674, M(2)21A-B, M(2)21AB, METK, SamS, Su(z)5"
CG1785,DmelCG1785
Rbsn-5,"CG8506, DmelCG8506, EEA1, MENE (2L)-C, MENE(2L)-C, Rbsn, Rbsn5"
CG17856,DmelCG17856
CG8907,"DmelCG8907, LP01469p"
cnc,"5134, BcDNA:RE05559, CG13826, CG17894, CG43286, CG4566, CG4578, CNC_DROME, DmelCG43286, Dmel_CG13826, Dmel_CG17894, Nrf2, anon-WO0153538.6, anon-WO0153538.7, cnc-C, l(3)03921, l(3)j5E7"
maf-S,"CG9954, DmelCG9954, Maf, MafS, anon-EST:Posey173, maf2"
CG17896,"153323_at, DmelCG17896, EG:171D11.1"
Kap-alpha1,"CG8548, Dalpha1, Dmalpha1, DmelCG8548, IMPalpha1, Imp-alpha1, Kap alpha1, Kapalpha1S1, Kpna1, alphaKap1, anon-WO0118547.276, imp alpha1"
Cyt-c-p,"CG17903, Cyt C, Cyt-c2, CytC, CytC-2, Cytc-p, DC4, DMc01, DmelCG17903, cyt c-p, cyt.c, cytochrome c, pDMc01"
CG17904,"DmelCG17904, Nubp1"
CG17912,"BcDNA:LD27810, Dm_2L:87597, DmelCG17912, lincRNA.S1359"
tgy,"CG7440, DmelCG7440"
yellow-b,"CG17914, DmelCG17914, yell-b"
Or85a,"85A.4, 85a, CG7454, DOR31, DmelCG7454"
spin,"25/11, CG8428, DmelCG8428, bnch, l(2)10403, l(2)W5, l(2)k02511, l(2)k09905, l(2R)W5"
CG8080,"CG30346, DmelCG8080"
comm,"CG17943, DmelCG17943"
HmgD,"CG17950, Dm-HMG-D100, DmelCG17950, HMG D, HMG-D, HMG-D100, anon-EST:Liang-1.9, clone 1.9, dHMG-D"
Erk7,"CG17441, CG2309, CG32703, DmelCG32703"
CG5323,DmelCG5323
CG17985,DmelCG17985
FucTD,"CG9169, DmelCG9169"
Ance-3,"BG:DS00180.5, CG17988, CG31766, CG31843, CT40163, DS00180.5, DmelCG17988"
CG3376,"DmelCG3376, aSMase"
CG17999,DmelCG17999
CG9993,DmelCG9993
drosha,"CG8730, DmelCG8730"
CG18012,"Alg1, DmelCG18012"
lt,"CG18028, Dm-lt(het), DmelCG18028, Vps41, l(2)40Fb"
AP-2mu,"AP-50, AP2mu2, AP50, CG7057, DmelCG7057, Dmu2, MENE (3R)-D, MENE(3R)-D, anon-EST:Posey50, anon-WO0172774.104, apm4, mu2"
regucalcin,"CG1803, DmelCG1803, T1"
CG4769,"DmelCG4769, anon-EST:Posey141"
Graf,"CG8948, D-Graf, DmelCG8948, Q9VXQ2_DROME"
Cpr57A,"CG18066, DmelCG18066"
Gcn5,"Ada4, CG4107, DmelCG4107, Gcn5/PCAF, KAT, KAT2, P/CAF, PCAF, anon-WO0172774.89, dGCN5, dGCN5 HAT, dGcn5i, dKAT2, dPCAF, dmGCN5, dmHAG401"
CG9875,"BcDNA:GH23338, DmelCG9875"
CG1814,DmelCG1814
CG18095,"BG:DS05899.7, DS05899.7, DmelCG18095"
Smox,"CG2262, DSMAD2, DmelCG2262, SMAD2, Sad, Smad, l(1)G0348, ted, tmp"
CG18107,"BcDNA:RH09147, DmelCG18107"
CG9876,DmelCG9876
Vps16B,"CG18112, DmelCG18112, dVps16B, fob"
Vps33B,"CG5127, DmelCG5127, Vps 33B, dVps33B"
CG18131,"BcDNA:AT12853, DmelCG18131"
CG2053,DmelCG2053
CG8292,DmelCG8292
CG18171,DmelCG18171
Rpn8,"CG3416, DmelCG3416, Mov34, P26270, PRSC_DROME, S12, l(2)k08003, p39B"
alt,"CG18212, DmelCG18212, Q9VEH0_DROME"
eEF1delta,"CG4912, DmelCG4912, eEF1d"
Map60,"CG1825, CP-60, CP60, DMAP-60, DMAP60, DmelCG1825"
lwr,"CG3018, DUbc9, DmUbc9, DmelCG3018, FBgn0010602, Iwr, UBC9, Ubc 9, Ubc-9, dip4, hbl, i105, i56, l(2)01519, l(2)02858, l(2)05486, l(2)05487, semi"
CG9588,"9588, DmelCG9588, dp27, p27"
CG4095,DmelCG4095
CG18262,DmelCG18262
CG18266,"DmelCG18266, anon-WO0140519.54"
CG7800,"CT23295, DmelCG7800"
CG3611,"BcDNA:AT12780, DmelCG3611"
tsr,"12/8, ADF, ADF/cofilin, CG4254, Cadf, D-cof, D61, DmelCG4254, T8, cofilin, cofilin/ADF, cofilin/actin depolymerizing factor homolog, l(2)03101, l(2)k03101, l(2)k05633, l(2)k13409, ntf"
CG6873,"DmelCG6873, adf"
